DATE,WEEKDAY,DAY,EVENT,YEAR,MONTH
2016-02-28,Sunday,d 1857,,2016,2
2016-02-29,Monday,d 1858,,2016,2
2016-03-01,Tuesday,d 1859,,2016,3
2016-03-02,Wednesday,d 1860,,2016,3
2016-03-03,Thursday,d 1861,,2016,3
2016-03-04,Friday,d 1862,,2016,3
2016-03-05,Saturday,d 1863,,2016,3
2016-03-06,Sunday,d 1864,,2016,3
2016-03-07,Monday,d 1865,,2016,3
2016-03-08,Tuesday,d 1866,,2016,3
2016-03-09,Wednesday,d 1867,,2016,3
2016-03-10,Thursday,d 1868,,2016,3
2016-03-11,Friday,d 1869,,2016,3
2016-03-12,Saturday,d 1870,,2016,3
2016-03-13,Sunday,d 1871,,2016,3
2016-03-14,Monday,d 1872,,2016,3
2016-03-15,Tuesday,d 1873,,2016,3
2016-03-16,Wednesday,d 1874,,2016,3
2016-03-17,Thursday,d 1875,,2016,3
2016-03-18,Friday,d 1876,,2016,3
2016-03-19,Saturday,d 1877,,2016,3
2016-03-20,Sunday,d 1878,,2016,3
2016-03-21,Monday,d 1879,,2016,3
2016-03-22,Tuesday,d 1880,,2016,3
2016-03-23,Wednesday,d 1881,,2016,3
2016-03-24,Thursday,d 1882,,2016,3
2016-03-25,Friday,d 1883,,2016,3
2016-03-26,Saturday,d 1884,,2016,3
2016-03-27,Sunday,d 1885,Easter,2016,3
2016-03-28,Monday,d 1886,,2016,3
2016-03-29,Tuesday,d 1887,,2016,3
2016-03-30,Wednesday,d 1888,,2016,3
2016-03-31,Thursday,d 1889,,2016,3
2016-04-01,Friday,d 1890,,2016,4
2016-04-02,Saturday,d 1891,,2016,4
2016-04-03,Sunday,d 1892,,2016,4
2016-04-04,Monday,d 1893,,2016,4
2016-04-05,Tuesday,d 1894,,2016,4
2016-04-06,Wednesday,d 1895,,2016,4
2016-04-07,Thursday,d 1896,,2016,4
2016-04-08,Friday,d 1897,,2016,4
2016-04-09,Saturday,d 1898,,2016,4
2016-04-10,Sunday,d 1899,,2016,4
2016-04-11,Monday,d 1900,,2016,4
2016-04-12,Tuesday,d 1901,,2016,4
2016-04-13,Wednesday,d 1902,,2016,4
2016-04-14,Thursday,d 1903,,2016,4
2016-04-15,Friday,d 1904,,2016,4
2016-04-16,Saturday,d 1905,,2016,4
2016-04-17,Sunday,d 1906,,2016,4
2016-04-18,Monday,d 1907,,2016,4
2016-04-19,Tuesday,d 1908,,2016,4
2016-04-20,Wednesday,d 1909,,2016,4
2016-04-21,Thursday,d 1910,,2016,4
2016-04-22,Friday,d 1911,,2016,4
2016-04-23,Saturday,d 1912,,2016,4
2016-04-24,Sunday,d 1913,,2016,4
